,ticker,매출액(억원),영업이익률(%),순이익률(%),당기순이익(억원),ROE(%),ROA(%),ROIC(%),EPS(원),BPS(원),SPS(원),PER(배),PBR(배),PSR(배),price
598,한라,13236.0,4.106,0.29100000000000004,38.5,1.157,0.21600000000000003,0.038,60.14349,5298.4385,26985.06,44.72637,0.5077,0.09969,3000.0
599,한라홀딩스,8033.3335,9.857000000000001,5.145,413.33333999999996,4.711,2.3569999999999998,0.136,3943.9368,84952.96,76652.32,10.59855,0.49204,0.54532,45900.0
600,한미글로벌,,,,,,,,,,,,,,9600.0
601,한미반도체,1203.7751,11.402000000000001,16.002,192.62572,8.851,7.651,7.0762,336.61765,4373.058,2103.6235,24.062910000000002,1.85225,3.8505,8100.0
602,한미사이언스,,,,,,,,,,,,,,38350.0
603,한미약품,11083.333,8.456,5.107,566.0,6.13,3.137,0.05683,3734.968,62853.582,93585.29,75.23491999999999,4.4707099999999995,3.00261,296500.0
604,한샘,17139.092,3.0380000000000003,2.074,355.4,6.563,3.617,0.0975,1624.3473,33494.164,72827.16,43.89455,2.12873,0.97903,62200.0
605,한섬,12779.4,8.502,6.796,868.5,8.411,6.954,0.10555999999999999,3526.9995,48763.758,51885.504,7.82535,0.56599,0.53194,31550.0
606,한성기업,,,,,,,,,,,,,,5310.0
607,한세실업,19179.666,4.292,2.335,447.75,10.773,3.668,0.077,1145.0,11162.23,47949.168,11.834060000000001,1.21392,0.28259,17300.0
608,한세엠케이,3118.0,-1.315,,,,,,-565.48285,,24153.088,-5.89762,,0.13808,4515.0
609,한세예스24홀딩스,,,,,,,,,,,,,,7380.0
610,한솔로지스틱스,,,,,,,,,,,,,,1535.0
611,한솔케미칼,5978.875,19.125999999999998,14.886,890.0,21.229,10.569,0.14817,7838.5103,40973.312000000005,52932.905999999995,13.841920000000002,2.64807,2.04977,106000.0
612,한솔테크닉스,9556.0,2.574,1.183,113.0,5.455,2.144,0.048,408.07965,6773.2915,34509.816,21.44189,1.2918399999999999,0.25355,8940.0
613,한솔피엔에스,,,,,,,,,,,,,,1735.0
614,한솔홀딩스,5430.0,3.4989999999999997,8.471,460.0,10.429,4.516,0.157,953.7196,10807.316,11508.216999999999,3.74324,0.33033,0.31021,3925.0
615,한솔홈데코,,,,,,,,,,,,,,1095.0
616,한신공영,,,,,,,,,,,,,,14800.0
617,한신기계공업,,,,,,,,,,,,,,1670.0
618,한양증권,,,,,,,,,,,,,,7850.0
619,한온시스템,71828.5,6.535,4.34,3117.3,14.607000000000001,5.007,0.09742999999999999,581.8846,4151.6484,13456.069,18.64631,2.61342,0.80633,11150.0
620,한올바이오파마,1084.5204,15.758,17.68,191.7435,14.902000000000001,10.842,30.6629,367.03897,2743.7686,2076.009,98.89958,13.22998,17.48547,36300.0
621,한익스프레스,,,,,,,,,,,,,,4410.0
622,한일철강,,,,,,,,,,,,,,2030.0
623,한일현대시멘트,,,,,,,,,,,,,,30450.0
624,한일홀딩스,,,,,,,,,,,,,,43900.0
625,한전KPS,12566.0,15.719000000000001,12.592,1582.25,15.53,11.911,0.193,3516.111,23412.38,27924.445,10.72207,1.61026,1.35007,39150.0
626,한전기술,4093.5,5.289,5.202999999999999,213.0,4.541,2.8289999999999997,0.048,554.0293,12388.448,10710.361,35.196690000000004,1.57405,1.82067,20050.0
627,한전산업,,,,,,,,,,,,,,3500.0
628,한진,20854.285,4.37,-0.153,-31.833334000000004,-0.22399999999999998,-0.10400000000000001,0.0286,-170.5984,75693.21,174153.53,-170.28296,0.38379,0.16680999999999999,30000.0
629,한진중공업,,,,,,,,,,,,,,4985.0
630,한진중공업홀딩스,,,,,,,,,,,,,,2590.0
631,한진칼,12303.0,2.029,-14.709000000000001,-1809.6666,-16.455,-6.591,-0.319,-3731.5417,20539.115,20605.547,-10.98742,1.9961900000000001,1.9897599999999998,40000.0
632,한창,,,,,,,,,,,,,,2710.0
633,한창제지,,,,,,,,,,,,,,3060.0
634,한화,514286.44,2.555,1.396,7180.75,6.87,0.415,0.0608,3082.6487,49991.445,525264.3,6.925860000000001,0.42707,0.04065,25000.0
635,한화갤러리아타임월드,,,,,,,,,,,,,,23350.0
636,한화생명,95530.0,2.439,1.9580000000000002,1870.0,1.375,0.138,,169.2515,14749.326000000001,10999.044,12.11215,0.13899,0.18638,2310.0
637,한화손해보험,45660.0,,-0.526,-240.0,-1.639,-0.13699999999999998,,-205.58698,12960.545,39112.92,-12.40351,0.19675,0.0652,2825.0
638,한화솔루션,95601.87,4.522,2.728,2607.7856,4.249,1.672,0.0381,1610.015,38540.32,58631.895,11.39741,0.47613,0.31296999999999997,18850.0
639,한화에어로스페이스,54134.332,3.227,3.065,1659.0,5.58,2.1319999999999997,0.03914,2624.0117,48431.785,104611.336,12.690489999999999,0.68757,0.31832,35050.0
640,한화투자증권,,,,,,,,,,,,,,2065.0
641,현대건설,170501.69,5.325,4.1739999999999995,7116.590999999999,7.938,3.88,0.11537,4664.842000000001,61234.24,152978.56,9.01424,0.68671,0.27488,42300.0
642,현대그린푸드,31185.5,3.427,3.8930000000000002,1214.0,6.281000000000001,4.212,0.062,1125.3322,20532.162,31918.188,8.97513,0.49191,0.31643000000000004,11850.0
643,현대글로비스,182048.75,4.763999999999999,2.574,4685.1875,10.625,5.0889999999999995,0.11538,12585.0,123282.49,485463.34,11.48192,1.17211,0.29765,143000.0
644,현대로템,25388.0,-5.58,-7.212000000000001,-1830.8572,-18.983,-4.5680000000000005,-0.07067000000000001,-2160.5042,10480.784,29868.234,-7.521389999999999,1.55046,0.54406,15600.0
645,현대리바트,11996.333,2.326,1.909,229.0,5.02,3.245,0.0515,1115.1539,23113.021,58418.155999999995,9.998619999999999,0.48241000000000006,0.19087,13350.0
646,현대모비스,380487.7,6.2010000000000005,6.03,22943.11,7.277,5.117,12.0977,23867.4,345993.44,396445.22,10.72593,0.7399,0.64574,256000.0
647,현대미포조선,30328.857000000004,3.593,3.005,911.4286,3.49,2.582,0.04614,2019.6517,58498.168,75931.96,20.52334,0.70857,0.54588,46050.0
648,현대백화점,22142.195,13.009,11.370999999999999,2517.75,4.831,3.44,0.04829,8697.573,192354.33,94614.89,8.96802,0.4055,0.8244,83100.0
649,현대비앤지스틸,,,,,,,,,,,,,,9010.0
650,현대상선,,,,,,,,,,,,,,3550.0
651,현대에이치씨엔,2970.0,14.478,,,,,,345.51007000000004,,2631.1921,10.99823,,1.44421,3410.0
652,현대엘리베이터,18532.666,6.858,2.193,406.33333999999996,5.113,1.6869999999999998,0.085,1746.3254,34404.027,68182.73,35.38859,1.7963,0.9063899999999999,68300.0
653,현대위아,75621.664,1.713,0.943,713.3333,2.329,1.006,0.02511,2626.0874,116563.47,278071.1,19.99172,0.4504,0.1888,50200.0
654,현대자동차,1057464.2,3.41,3.013,31856.46,4.3180000000000005,1.6980000000000002,4.0702,10760.667,267549.0,381840.03,11.198189999999999,0.45038,0.31558,120500.0
655,현대제철,206333.25,2.417,0.337,694.875,0.379,0.207,0.00617,476.8322,128312.16,154619.53,61.97148000000001,0.2303,0.19111,31450.0
656,현대종합상사,44717.0,1.114,0.547,244.5,7.8389999999999995,2.18,0.095,1850.1068,25248.902000000002,338023.4,9.512960000000001,0.69706,0.052070000000000005,17900.0
657,현대차증권,,,,,,,,,,,,,,10050.0
658,현대해상,121846.0,3.3689999999999998,2.209,2692.0,6.245,0.597,,3036.9128,57239.285,136293.06,7.2442,0.38435,0.16142,26950.0
659,현대홈쇼핑,21849.25,5.912000000000001,6.44,1407.0,8.065,5.229,0.19271,11703.571000000002,153850.55,182077.08,6.5877300000000005,0.5011399999999999,0.42345,80500.0
660,혜인,,,,,,,,,,,,,,4315.0
661,호텔신라,57173.062000000005,5.175,2.963,1694.2758,20.163,5.811,12.2371,4243.2495,24282.096,142932.66,21.39869,3.73938,0.63526,90800.0
662,화성산업,,,,,,,,,,,,,,11650.0
663,화승알앤에이,,,,,,,,,,,,,,2115.0
664,화승인더스트리,13457.0,8.189,5.781000000000001,778.0,19.255,7.572,0.13,1062.9067,6328.061,24325.74,12.18357,2.04644,0.53236,11900.0
665,화신,11830.0,1.226,,,,,,443.8665,,33877.035,7.53605,,0.09874,3270.0
666,화인베스틸,1347.9854,-2.104,-5.56,-74.949715,-7.771,-3.415,-1.827,-253.63692999999998,3118.2490000000003,4561.7104,-9.95518,0.80975,0.55352,2525.0
667,화천기계,,,,,,,,,,,,,,2760.0
668,화천기공,,,,,,,,,,,,,,40000.0
669,환인제약,,,,,,,,,,,,,,15450.0
670,황금에스티,,,,,,,,,,,,,,6990.0
671,효성,33757.668,7.525,4.928999999999999,1664.0,5.127000000000001,2.633,0.0895,5973.4478,121367.44,160208.94,12.18727,0.59983,0.45441000000000004,79100.0
672,효성 ITX,3935.0,3.304,2.287,90.0,,,,724.1712,,31662.375,21.26569,,0.48638000000000003,16700.0
673,후성,2579.0,9.603,6.8629999999999995,177.0,9.187999999999999,3.5239999999999996,0.057999999999999996,217.4066,2486.8579999999997,2784.8920000000003,40.84513,3.5707699999999996,3.18863,8170.0
674,휠라홀딩스,34821.77,14.008,10.288,3582.5386,24.229,10.174,0.13818,4516.952,21159.389,56977.387,10.00675,2.13617,0.7933,53000.0
675,휴니드테크놀러지스,,,,,,,,,,,,,,7270.0
676,휴비스,,,,,,,,,,,,,,6090.0
677,휴스틸,,,,,,,,,,,,,,9980.0
678,휴켐스,6552.5,17.482,12.48,817.75,12.318,9.297,0.32533,1991.874,17583.648,16029.173999999999,9.83998,1.11467,1.2227700000000001,21150.0
679,흥국화재,,,,,,,,,,,,,,3065.0
680,흥아해운,,,,,,,,,,,,,,481.0
